Tid (s),Ackumulerad energi (J)
33.078,1.62261255
33.079,1.62266385
33.080,1.62271512
33.081,1.62276524
33.082,1.62281594
33.083,1.62286623
33.084,1.62291644
33.085,1.62296716
33.086,1.62301698
33.087,1.62306853
33.088,1.62311820
33.089,1.62316962
33.090,1.62322035
33.091,1.62327222
33.092,1.62332110
33.093,1.62337233
33.094,1.62342537
33.095,1.62347619
33.096,1.62352609
33.097,1.62357719
33.098,1.62362856
33.099,1.62367985
33.100,1.62373125
33.101,1.62378220
33.102,1.62383377
33.103,1.62388448
33.104,1.62393543
33.105,1.62398831
33.106,1.62403923
33.107,1.62408999
33.108,1.62414034
33.109,1.62419236
33.110,1.62424413
33.111,1.62429502
33.112,1.62434643
33.113,1.62439935
33.114,1.62444978
33.115,1.62450224
33.116,1.62455364
33.117,1.62460654
33.118,1.62465699
33.119,1.62470815
33.120,1.62476116
33.121,1.62481062
33.122,1.62486228
33.123,1.62491388
33.124,1.62496727
33.125,1.62501633
33.126,1.62506683
33.127,1.62511883
33.128,1.62516994
33.129,1.62522120
33.130,1.62527154
33.131,1.62532169
33.132,1.62537443
33.133,1.62542572
33.134,1.62547727
33.135,1.62552799
33.136,1.62557895
33.137,1.62563113
33.138,1.62568074
33.139,1.62573215
33.140,1.62578325
33.141,1.62583396
33.142,1.62588517
33.143,1.62593387
33.144,1.62598441
33.145,1.62603565
33.146,1.62608542
33.147,1.62613645
33.148,1.62618823
33.149,1.62623886
33.150,1.62628859
33.151,1.62633972
33.152,1.62639263
33.153,1.62644228
33.154,1.62649330
33.155,1.62654382
33.156,1.62659391
33.157,1.62664435
33.158,1.62669558
33.159,1.62674659
33.160,1.62679653
33.161,1.62684674
33.162,1.62689781
33.163,1.62694847
33.164,1.62699864
33.165,1.62704802
33.166,1.62709897
33.167,1.62714874
33.168,1.62720030
33.169,1.62725050
33.170,1.62730153
33.171,1.62735464
33.172,1.62740648
33.173,1.62745550
33.174,1.62750619
33.175,1.62755741
33.176,1.62760854
33.177,1.62766035
33.178,1.62771152
33.179,1.62776200
33.180,1.62781220
33.181,1.62786387
33.182,1.62791632
33.183,1.62796748
33.184,1.62801790
33.185,1.62806720
33.186,1.62811762
33.187,1.62816783
33.188,1.62821944
33.189,1.62826968
33.190,1.62832034
33.191,1.62837039
33.192,1.62842157
33.193,1.62847332
33.194,1.62852599
33.195,1.62857820
33.196,1.62862911
33.197,1.62868044
33.198,1.62873063
33.199,1.62878032
33.200,1.62883094
33.201,1.62888258
33.202,1.62893479
33.203,1.62898670
33.204,1.62903836
33.205,1.62908959
33.206,1.62914164
33.207,1.62919253
33.208,1.62924293
33.209,1.62929498
33.210,1.62934633
33.211,1.62939864
33.212,1.62944858
33.213,1.62949977
33.214,1.62954929
33.215,1.62960061
33.216,1.62965091
33.217,1.62970154
33.218,1.62975090
33.219,1.62980314
33.220,1.62985455
33.221,1.62990647
33.222,1.62995748
33.223,1.63000844
33.224,1.63005861
33.225,1.63010868
33.226,1.63015834
33.227,1.63020936
33.228,1.63026082
33.229,1.63031097
33.230,1.63036295
33.231,1.63041323
33.232,1.63046231
33.233,1.63051373
33.234,1.63056504
33.235,1.63061569
33.236,1.63066644
33.237,1.63071713
33.238,1.63076704
33.239,1.63081724
33.240,1.63086865
33.241,1.63092005
33.242,1.63097132
33.243,1.63102399
33.244,1.63107460
33.245,1.63112536
33.246,1.63117774
33.247,1.63122820
33.248,1.63127882
33.249,1.63133105
33.250,1.63138151
33.251,1.63143157
33.252,1.63148258
33.253,1.63153461
33.254,1.63158686
33.255,1.63163687
33.256,1.63168640
33.257,1.63173470
33.258,1.63178474
33.259,1.63183585
33.260,1.63188678
33.261,1.63193699
33.262,1.63198751
33.263,1.63203814
33.264,1.63208906
33.265,1.63213997
33.266,1.63219095
33.267,1.63224106
33.268,1.63229094
33.269,1.63234045
33.270,1.63239178
33.271,1.63244343
33.272,1.63249546
33.273,1.63254604
33.274,1.63259653
33.275,1.63264643
33.276,1.63269850
33.277,1.63275017
33.278,1.63280011
33.279,1.63285067
33.280,1.63290186
33.281,1.63295276
33.282,1.63300414
33.283,1.63305544
33.284,1.63310731
33.285,1.63315893
33.286,1.63321232
33.287,1.63326426
33.288,1.63331471
33.289,1.63336556
33.290,1.63341691
33.291,1.63346928
33.292,1.63352130
33.293,1.63357190
33.294,1.63362265
33.295,1.63367429
33.296,1.63372520
33.297,1.63377460
33.298,1.63382373
33.299,1.63387605
33.300,1.63392795
33.301,1.63397928
33.302,1.63402863
33.303,1.63408032
33.304,1.63413133
33.305,1.63418176
33.306,1.63423390
33.307,1.63428603
33.308,1.63433619
33.309,1.63438784
33.310,1.63443940
33.311,1.63449040
33.312,1.63454277
33.313,1.63459457
33.314,1.63464586
33.315,1.63469619
33.316,1.63474645
33.317,1.63479737
33.318,1.63484871
33.319,1.63489983
33.320,1.63495152
33.321,1.63500317
33.322,1.63505447
33.323,1.63510633
33.324,1.63515580
33.325,1.63520723
33.326,1.63525779
33.327,1.63530887
33.328,1.63535944
33.329,1.63541154
33.330,1.63546256
33.331,1.63551272
33.332,1.63556382
33.333,1.63561490
33.334,1.63566724
33.335,1.63571918
33.336,1.63577060
33.337,1.63582054
33.338,1.63587236
33.339,1.63592318
33.340,1.63597394
33.341,1.63602407
33.342,1.63607471
33.343,1.63612667
33.344,1.63617552
33.345,1.63622881
33.346,1.63627913
33.347,1.63632803
33.348,1.63638007
33.349,1.63643039
33.350,1.63648104
33.351,1.63653248
33.352,1.63658378
33.353,1.63663492
33.354,1.63668575
33.355,1.63673612
33.356,1.63678770
33.357,1.63683838
33.358,1.63688980
33.359,1.63694209
33.360,1.63699357
33.361,1.63704369
33.362,1.63709465
33.363,1.63714720
33.364,1.63719703
33.365,1.63724808
33.366,1.63729678
33.367,1.63734619
33.368,1.63739734
33.369,1.63744909
33.370,1.63750052
33.371,1.63755146
33.372,1.63760187
33.373,1.63765378
33.374,1.63770485
33.375,1.63775558
33.376,1.63780619
33.377,1.63785718
33.378,1.63790862
33.379,1.63796150
33.380,1.63801362
33.381,1.63806453
33.382,1.63811263
33.383,1.63816319
33.384,1.63821598
33.385,1.63826630
33.386,1.63831669
33.387,1.63836611
33.388,1.63841797
33.389,1.63846900
33.390,1.63851971
33.391,1.63856940
33.392,1.63861896
33.393,1.63867135
33.394,1.63872279
33.395,1.63877333
33.396,1.63882323
33.397,1.63887526
33.398,1.63892661
33.399,1.63897615
33.400,1.63902624
33.401,1.63907650
33.402,1.63912800
33.403,1.63917951
33.404,1.63923133
33.405,1.63928352
33.406,1.63933320
33.407,1.63938557
33.408,1.63943568
33.409,1.63948629
33.410,1.63953734
33.411,1.63958704
33.412,1.63963834
33.413,1.63968931
33.414,1.63974006
33.415,1.63979194
33.416,1.63984211
33.417,1.63989186
33.418,1.63994133
33.419,1.63999314
33.420,1.64004504
33.421,1.64009737
33.422,1.64014914
33.423,1.64019968
33.424,1.64025155
33.425,1.64030448
33.426,1.64035441
33.427,1.64040426
33.428,1.64045576
33.429,1.64050644
33.430,1.64055641
33.431,1.64060645
33.432,1.64065604
33.433,1.64070695
33.434,1.64075604
33.435,1.64080803
33.436,1.64086050
33.437,1.64091121
33.438,1.64096153
33.439,1.64101227
33.440,1.64106331
33.441,1.64111423
33.442,1.64116594
33.443,1.64121680
33.444,1.64126685
33.445,1.64131790
33.446,1.64137036
33.447,1.64142001
33.448,1.64147139
33.449,1.64152184
33.450,1.64157315
33.451,1.64162402
33.452,1.64167611
33.453,1.64172632
33.454,1.64177806
33.455,1.64183112
33.456,1.64188277
33.457,1.64193389
33.458,1.64198489
33.459,1.64203520
33.460,1.64208689
33.461,1.64213741
33.462,1.64218977
33.463,1.64224236
33.464,1.64229336
33.465,1.64234298
33.466,1.64239281
33.467,1.64244521
33.468,1.64249644
33.469,1.64254673
33.470,1.64259727
33.471,1.64264807
33.472,1.64269931
33.473,1.64274953
33.474,1.64280027
33.475,1.64285035
33.476,1.64290162
33.477,1.64295167
33.478,1.64300309
33.479,1.64305360
33.480,1.64310348
33.481,1.64315524
33.482,1.64320506
33.483,1.64325626
33.484,1.64330743
33.485,1.64335839
33.486,1.64340997
33.487,1.64346155
33.488,1.64351226
33.489,1.64356314
33.490,1.64361631
33.491,1.64366837
33.492,1.64372003
33.493,1.64377091
33.494,1.64382057
33.495,1.64387018
33.496,1.64392137
33.497,1.64397322
33.498,1.64402384
33.499,1.64407330
33.500,1.64412533
33.501,1.64417674
33.502,1.64422776
33.503,1.64427876
33.504,1.64433222
33.505,1.64438366
33.506,1.64443359
33.507,1.64448494
33.508,1.64453667
33.509,1.64458886
33.510,1.64464005
33.511,1.64469166
33.512,1.64474245
33.513,1.64478803
33.514,1.64483473
33.515,1.64488100
33.516,1.64492855
33.517,1.64497560
33.518,1.64502395
33.519,1.64507205
33.520,1.64511777
33.521,1.64516325
33.522,1.64520990
33.523,1.64525766
33.524,1.64530494
33.525,1.64535401
33.526,1.64539968
33.527,1.64544627
33.528,1.64549213
33.529,1.64553801
33.530,1.64558557
33.531,1.64563225
33.532,1.64567984
33.533,1.64572566
33.534,1.64577391
33.535,1.64582066
33.536,1.64586901
33.537,1.64591406
33.538,1.64596030
33.539,1.64600755
33.540,1.64605348
33.541,1.64610095
33.542,1.64614885
33.543,1.64619640
33.544,1.64624356
33.545,1.64628957
33.546,1.64633533
33.547,1.64638208
33.548,1.64643051
33.549,1.64647886
33.550,1.64652624
33.551,1.64657474
33.552,1.64662271
33.553,1.64667114
33.554,1.64671895
33.555,1.64676710
33.556,1.64681268
33.557,1.64686023
33.558,1.64690812
33.559,1.64695372
33.560,1.64699985
33.561,1.64704647
33.562,1.64709425
33.563,1.64714274
33.564,1.64718960
33.565,1.64723648
33.566,1.64728566
33.567,1.64733262
33.568,1.64737940
33.569,1.64742570
33.570,1.64747388
33.571,1.64752068
33.572,1.64756640
33.573,1.64761378
33.574,1.64766100
33.575,1.64771032
33.576,1.64775867
33.577,1.64780516
33.578,1.64785266
33.579,1.64789996
33.580,1.64794642
33.581,1.64799259
33.582,1.64803922
33.583,1.64808688
33.584,1.64813390
33.585,1.64818334
33.586,1.64822883
33.587,1.64827428
33.588,1.64832139
33.589,1.64836769
33.590,1.64841441
33.591,1.64846288
33.592,1.64850887
33.593,1.64855602
33.594,1.64860198
33.595,1.64864831
33.596,1.64869495
33.597,1.64874177
33.598,1.64878869
33.599,1.64883570
33.600,1.64888219
33.601,1.64893123
33.602,1.64897805
33.603,1.64902518
33.604,1.64907174
33.605,1.64911805
33.606,1.64916429
33.607,1.64921233
33.608,1.64925916
33.609,1.64930579
33.610,1.64935349
33.611,1.64940037
33.612,1.64944715
33.613,1.64949400
33.614,1.64954130
33.615,1.64959043
33.616,1.64963700
33.617,1.64968449
33.618,1.64973136
33.619,1.64977793
33.620,1.64982231
33.621,1.64986751
33.622,1.64991331
33.623,1.64995966
33.624,1.65000646
33.625,1.65005553
33.626,1.65010193
33.627,1.65014777
33.628,1.65019540
33.629,1.65024304
33.630,1.65028915
33.631,1.65033705
33.632,1.65038551
33.633,1.65043071
33.634,1.65047642
33.635,1.65052300
33.636,1.65056901
33.637,1.65061524
33.638,1.65066235
33.639,1.65070920
33.640,1.65075593
33.641,1.65080338
33.642,1.65085001
33.643,1.65089546
33.644,1.65094262
33.645,1.65098882
33.646,1.65103509
33.647,1.65108257
33.648,1.65113036
33.649,1.65117691
33.650,1.65122179
33.651,1.65126783
33.652,1.65131501
33.653,1.65136270
33.654,1.65141065
33.655,1.65145662
33.656,1.65150281
33.657,1.65155013
33.658,1.65159689
33.659,1.65164359
33.660,1.65168982
33.661,1.65173661
33.662,1.65178306
33.663,1.65182900
33.664,1.65187553
33.665,1.65192212
33.666,1.65196913
33.667,1.65201748
33.668,1.65206349
33.669,1.65210840
33.670,1.65215493
33.671,1.65220156
33.672,1.65225025
33.673,1.65229650
33.674,1.65234320
33.675,1.65238989
33.676,1.65243639
33.677,1.65248370
33.678,1.65253170
33.679,1.65257939
33.680,1.65262571
33.681,1.65267234
33.682,1.65272108
33.683,1.65276965
33.684,1.65281690
33.685,1.65286459
33.686,1.65290951
33.687,1.65295378
33.688,1.65299979
33.689,1.65304741
33.690,1.65309412
33.691,1.65314133
33.692,1.65318766
33.693,1.65323481
33.694,1.65328329
33.695,1.65332993
33.696,1.65337734
33.697,1.65342449
33.698,1.65347224
33.699,1.65351885
33.700,1.65356657
33.701,1.65361361
33.702,1.65366322
33.703,1.65371039
33.704,1.65375598
33.705,1.65380335
33.706,1.65384922
33.707,1.65389603
33.708,1.65394333
33.709,1.65398845
33.710,1.65403451
33.711,1.65408135
33.712,1.65412858
33.713,1.65417491
33.714,1.65422252
33.715,1.65426888
33.716,1.65431622
33.717,1.65436453
33.718,1.65441245
33.719,1.65445865
33.720,1.65450483
33.721,1.65455090
33.722,1.65459776
33.723,1.65464477
33.724,1.65469176
33.725,1.65473898
33.726,1.65478754
33.727,1.65483511
33.728,1.65488127
33.729,1.65492793
33.730,1.65497403
33.731,1.65502132
33.732,1.65506691
33.733,1.65511433
33.734,1.65516236
33.735,1.65520757
33.736,1.65525465
33.737,1.65530216
33.738,1.65534862
33.739,1.65539618
33.740,1.65544580
33.741,1.65549316
33.742,1.65553963
33.743,1.65558757
33.744,1.65563368
33.745,1.65568258
33.746,1.65573020
33.747,1.65577759
33.748,1.65582413
33.749,1.65587056
33.750,1.65591791
33.751,1.65596343
33.752,1.65600878
33.753,1.65605661
33.754,1.65610422
33.755,1.65615013
33.756,1.65619556
33.757,1.65624187
33.758,1.65628779
33.759,1.65633527
33.760,1.65638309
33.761,1.65643017
33.762,1.65647645
33.763,1.65652429
33.764,1.65657120
33.765,1.65661755
33.766,1.65666461
33.767,1.65671108
33.768,1.65675723
33.769,1.65680485
33.770,1.65685160
33.771,1.65689708
33.772,1.65694404
33.773,1.65699071
33.774,1.65703740
33.775,1.65708481
33.776,1.65713122
33.777,1.65717801
33.778,1.65722511
33.779,1.65727243
33.780,1.65732097
33.781,1.65736728
33.782,1.65741401
33.783,1.65746127
33.784,1.65750939
33.785,1.65755640
33.786,1.65760405
33.787,1.65765033
33.788,1.65769774
33.789,1.65774473
33.790,1.65779242
33.791,1.65783893
33.792,1.65788639
33.793,1.65793361
33.794,1.65798076
33.795,1.65802816
33.796,1.65807550
33.797,1.65812284
33.798,1.65817201
33.799,1.65821952
33.800,1.65826683
33.801,1.65831306
33.802,1.65836108
33.803,1.65840843
33.804,1.65845463
33.805,1.65850202
33.806,1.65854808
33.807,1.65859305
33.808,1.65864057
33.809,1.65868549
33.810,1.65873237
33.811,1.65877833
33.812,1.65882446
33.813,1.65887127
33.814,1.65891831
33.815,1.65896412
33.816,1.65901204
33.817,1.65905764
33.818,1.65910563
33.819,1.65915295
33.820,1.65920093
33.821,1.65924822
33.822,1.65929453
33.823,1.65934212
33.824,1.65939010
33.825,1.65943543
33.826,1.65948320
33.827,1.65952806
33.828,1.65957478
33.829,1.65962186
33.830,1.65966900
33.831,1.65971640
33.832,1.65976236
33.833,1.65980860
33.834,1.65985690
33.835,1.65990435
33.836,1.65995147
33.837,1.65999762
33.838,1.66004269
33.839,1.66008943
33.840,1.66013553
33.841,1.66018189
33.842,1.66023034
33.843,1.66027678
33.844,1.66032358
33.845,1.66037014
33.846,1.66041589
33.847,1.66046506
33.848,1.66050926
33.849,1.66055551
33.850,1.66060088
33.851,1.66064802
33.852,1.66069396
33.853,1.66074088
33.854,1.66078878
33.855,1.66083526
33.856,1.66088210
33.857,1.66092915
33.858,1.66097709
33.859,1.66102739
33.860,1.66107352
33.861,1.66112003
33.862,1.66116546
33.863,1.66121223
33.864,1.66125896
33.865,1.66130503
33.866,1.66135178
33.867,1.66139812
33.868,1.66144438
33.869,1.66148955
33.870,1.66153641
33.871,1.66158412
33.872,1.66163064
33.873,1.66167761
33.874,1.66172269
33.875,1.66176848
33.876,1.66181501
33.877,1.66186344
33.878,1.66191081
33.879,1.66195730
33.880,1.66200354
33.881,1.66204956
33.882,1.66209691
33.883,1.66214325
33.884,1.66219010
33.885,1.66223794
33.886,1.66228413
33.887,1.66233091
33.888,1.66237828
33.889,1.66242418
33.890,1.66247047
33.891,1.66251841
33.892,1.66256610
33.893,1.66261484
33.894,1.66266343
33.895,1.66271010
33.896,1.66275837
33.897,1.66280709
33.898,1.66285412
33.899,1.66290134
33.900,1.66294825
33.901,1.66299727
33.902,1.66304733
33.903,1.66309416
33.904,1.66314016
33.905,1.66318795
33.906,1.66323347
33.907,1.66328056
33.908,1.66332785
33.909,1.66337347
33.910,1.66341934
33.911,1.66346650
33.912,1.66351383
33.913,1.66356190
33.914,1.66360808
33.915,1.66365484
33.916,1.66370152
33.917,1.66374772
33.918,1.66379505
33.919,1.66384069
33.920,1.66388834
33.921,1.66393598
33.922,1.66398299
33.923,1.66402962
33.924,1.66407600
33.925,1.66412322
33.926,1.66417063
33.927,1.66421815
33.928,1.66426551
33.929,1.66431237
33.930,1.66435722
33.931,1.66440492
33.932,1.66445070
33.933,1.66449674
33.934,1.66454482
33.935,1.66459136
33.936,1.66463865
33.937,1.66468587
33.938,1.66473246
33.939,1.66477735
33.940,1.66482564
33.941,1.66487158
33.942,1.66492066
33.943,1.66496674
33.944,1.66501414
33.945,1.66506061
33.946,1.66510747
33.947,1.66515427
33.948,1.66520142
33.949,1.66524803
33.950,1.66529462
33.951,1.66534224
33.952,1.66539299
33.953,1.66544033
33.954,1.66548872
33.955,1.66553587
33.956,1.66558245
33.957,1.66562882
33.958,1.66567444
33.959,1.66572118
33.960,1.66576851
33.961,1.66581587
33.962,1.66586329
33.963,1.66591017
33.964,1.66595702
33.965,1.66600451
33.966,1.66605180
33.967,1.66609925
33.968,1.66614619
33.969,1.66619539
33.970,1.66624389
33.971,1.66629191
33.972,1.66633831
33.973,1.66638637
33.974,1.66643404
33.975,1.66648165
33.976,1.66653074
33.977,1.66657852
33.978,1.66662639
33.979,1.66667485
33.980,1.66672260
33.981,1.66677217
33.982,1.66682074
33.983,1.66686661
33.984,1.66691362
33.985,1.66696071
33.986,1.66700944
33.987,1.66705779
33.988,1.66710484
33.989,1.66715157
33.990,1.66719671
33.991,1.66724573
33.992,1.66729196
33.993,1.66733811
33.994,1.66738529
33.995,1.66743307
33.996,1.66747874
33.997,1.66752555
33.998,1.66757224
33.999,1.66762036
34.000,1.66766661
34.001,1.66771372
34.002,1.66776083
34.003,1.66780921
34.004,1.66785422
34.005,1.66790161
34.006,1.66794830
34.007,1.66799405
34.008,1.66804207
34.009,1.66808935
34.010,1.66813734
34.011,1.66819029
34.012,1.66824032
34.013,1.66828907
34.014,1.66834047
34.015,1.66839200
34.016,1.66844228
34.017,1.66849313
34.018,1.66854484
34.019,1.66859531
34.020,1.66864517
34.021,1.66869434
34.022,1.66874531
34.023,1.66879656
34.024,1.66884633
34.025,1.66889716
34.026,1.66894781
34.027,1.66899757
34.028,1.66904874
34.029,1.66909861
34.030,1.66914888
34.031,1.66919888
34.032,1.66925198
34.033,1.66930215
34.034,1.66935223
34.035,1.66940260
34.036,1.66945450
34.037,1.66950540
34.038,1.66955636
34.039,1.66960852
34.040,1.66965890
34.041,1.66971005
34.042,1.66976133
34.043,1.66981376
34.044,1.66986348
34.045,1.66991452
34.046,1.66996404
34.047,1.67001529
34.048,1.67006543
34.049,1.67011544
34.050,1.67016707
34.051,1.67021855
34.052,1.67027043
34.053,1.67032141
34.054,1.67037145
34.055,1.67042225
34.056,1.67047358
34.057,1.67052444
34.058,1.67057587
34.059,1.67062826
34.060,1.67067888
34.061,1.67073105
34.062,1.67078270
34.063,1.67083502
34.064,1.67088551
34.065,1.67093830
34.066,1.67099152
34.067,1.67104341
34.068,1.67109290
34.069,1.67114443
34.070,1.67119581
34.071,1.67124687
34.072,1.67129813
34.073,1.67135019
34.074,1.67140024
34.075,1.67145055
34.076,1.67150155
34.077,1.67155407
34.078,1.67160529
34.079,1.67165689
34.080,1.67170646
34.081,1.67175742
34.082,1.67180689
34.083,1.67185803
34.084,1.67190882
34.085,1.67196082
34.086,1.67201187
34.087,1.67206237
34.088,1.67211372
34.089,1.67216326
34.090,1.67221352
34.091,1.67226321
34.092,1.67231425
34.093,1.67236519
34.094,1.67241548
34.095,1.67246551
34.096,1.67251787
34.097,1.67257006
34.098,1.67262087
34.099,1.67267385
34.100,1.67272562
34.101,1.67277563
34.102,1.67282659
34.103,1.67287845
34.104,1.67293059
34.105,1.67298080
34.106,1.67303152
34.107,1.67308122
34.108,1.67313221
34.109,1.67318334
34.110,1.67323648
34.111,1.67328621
34.112,1.67333787
34.113,1.67338857
34.114,1.67344072
34.115,1.67349167
34.116,1.67354254
34.117,1.67359234
34.118,1.67364538
34.119,1.67369655
34.120,1.67374887
34.121,1.67379967
34.122,1.67385149
34.123,1.67390385
34.124,1.67395478
34.125,1.67400720
34.126,1.67405670
34.127,1.67410836
34.128,1.67415763
34.129,1.67420988
34.130,1.67426163
34.131,1.67431186
34.132,1.67436264
34.133,1.67441418
34.134,1.67446309
34.135,1.67451539
34.136,1.67456584
34.137,1.67461733
34.138,1.67466991
34.139,1.67472093
34.140,1.67477190
34.141,1.67482159
34.142,1.67487258
34.143,1.67492473
34.144,1.67497673
34.145,1.67502685
34.146,1.67507952
34.147,1.67513103
34.148,1.67518338
34.149,1.67523399
34.150,1.67528619
34.151,1.67533666
34.152,1.67538870
34.153,1.67544089
34.154,1.67549233
34.155,1.67554327
34.156,1.67559554
34.157,1.67564698
34.158,1.67569770
34.159,1.67574865
34.160,1.67579927
34.161,1.67584982
34.162,1.67590118
34.163,1.67595282
34.164,1.67600327
34.165,1.67605466
34.166,1.67610699
34.167,1.67615920
34.168,1.67621028
34.169,1.67626268
34.170,1.67631376
34.171,1.67636501
34.172,1.67641559
34.173,1.67646718
34.174,1.67651782
34.175,1.67657000
34.176,1.67662068
34.177,1.67667144
34.178,1.67672345
34.179,1.67677420
