Level	Date and Time	Source	Event ID	Task Category
Information	30-10-2021 16:28:53	Microsoft-Windows-Kernel-Boot	20	(31)	The last shutdown's success status was false. The last boot's success status was true.
Information	30-10-2021 16:28:53	Microsoft-Windows-Kernel-Boot	32	(58)	The bootmgr spent 0 ms waiting for user input.
Information	30-10-2021 16:28:53	Microsoft-Windows-Kernel-Boot	18	(57)	There are 0x1 boot options on this system.
Information	30-10-2021 16:28:53	Microsoft-Windows-Kernel-Boot	153	(62)	Virtualization-based security (policies: 0) is disabled.
Information	30-10-2021 16:28:53	Microsoft-Windows-Kernel-General	12	(1)	The operating system started at system time ‎2021‎-‎10‎-‎30T10:58:52.500000000Z.
Information	30-10-2021 16:27:59	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: Button or Lid"
Information	30-10-2021 16:27:56	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 62 to 63.

Reason: 6"
Information	30-10-2021 16:27:46	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎10‎-‎30T10:57:27.439223300Z
Wake Time: ‎2021‎-‎10‎-‎30T10:57:43.807009800Z

Wake Source: Power Button"
Error	30-10-2021 16:27:47	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	30-10-2021 16:27:43	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 60 to 62.

Reason: 6"
Information	30-10-2021 16:27:43	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 59 to 60.

Reason: 6"
Information	30-10-2021 16:27:42	Microsoft-Windows-Kernel-Power	130	(33)	Firmware S3 times. SuspendStart: 32833510, SuspendEnd: 32833511
Information	30-10-2021 16:27:42	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 8, FullResume: 1025, AverageResume: 1029
Information	30-10-2021 16:27:42	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎10‎-‎30T10:57:42.500000000Z from ‎2021‎-‎10‎-‎30T10:57:38.789622800Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎10‎-‎30T16:27:42.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	30-10-2021 16:27:38	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	30-10-2021 16:27:34	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: Button or Lid"
Information	30-10-2021 16:27:28	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 58 to 59.

Reason: 6"
Information	30-10-2021 16:27:12	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 56 to 58.

Reason: 6"
Information	30-10-2021 16:26:51	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information	30-10-2021 16:26:47	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 55 to 56.

Reason: 6"
Information	30-10-2021 16:25:46	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 53 to 55.

Reason: 6"
Information	30-10-2021 16:22:03	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 52 to 53.

Reason: 6"
Warning	30-10-2021 16:21:30	Microsoft-Windows-Time-Service	134	None	NtpClient was unable to set a manual peer to use as a time source because of DNS resolution error on 'time.windows.com,0x9'. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: No such host is known. (0x80072AF9)
Information	30-10-2021 16:20:56	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎10‎-‎29T18:05:40.361286200Z
Wake Time: ‎2021‎-‎10‎-‎30T10:50:54.737686100Z

Wake Source: Power Button"
Error	30-10-2021 16:20:57	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	30-10-2021 16:20:54	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 50 to 52.

Reason: 6"
Warning	30-10-2021 16:20:54	Microsoft-Windows-Time-Service	134	None	NtpClient was unable to set a manual peer to use as a time source because of DNS resolution error on 'time.windows.com,0x9'. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: No such host is known. (0x80072AF9)
Information	30-10-2021 16:20:54	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 49 to 50.

Reason: 6"
Information	30-10-2021 16:20:53	Microsoft-Windows-UserModePowerService	12	(10)	Process C:\Windows\System32\svchost.exe (process ID:1664) reset policy scheme from {48684d4a-8524-4093-8a63-ea7132b79c1c} to {48684d4a-8524-4093-8a63-ea7132b79c1c}
Information	30-10-2021 16:20:50	Microsoft-Windows-Kernel-Power	105	(100)	Power source change.
Information	30-10-2021 16:20:50	EventLog	6013	None	The system uptime is 166785 seconds.
Information	30-10-2021 16:20:49	Microsoft-Windows-Kernel-Power	130	(33)	Firmware S3 times. SuspendStart: 32424540, SuspendEnd: 32424541
Information	30-10-2021 16:20:49	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 7, FullResume: 1029, AverageResume: 1029
Information	30-10-2021 16:20:49	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎10‎-‎30T10:50:49.500000000Z from ‎2021‎-‎10‎-‎29T18:05:50.238048800Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎10‎-‎30T16:20:49.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	29-10-2021 23:35:50	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	29-10-2021 23:35:45	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: System Idle"
Information	29-10-2021 23:35:42	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 47 to 49.

Reason: 6"
Information	29-10-2021 23:31:15	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 46 to 47.

Reason: 6"
Information	29-10-2021 23:29:54	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎10‎-‎29T17:59:40.110824800Z
Wake Time: ‎2021‎-‎10‎-‎29T17:59:52.823725100Z

Wake Source: Device -Intel(R) USB 3.1 eXtensible Host Controller - 1.10 (Microsoft)"
Error	29-10-2021 23:29:55	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	29-10-2021 23:29:53	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 44 to 46.

Reason: 6"
Information	29-10-2021 23:29:51	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 43 to 44.

Reason: 6"
Information	29-10-2021 23:29:50	Microsoft-Windows-Kernel-Power	130	(33)	Firmware S3 times. SuspendStart: 32065082, SuspendEnd: 32065083
Information	29-10-2021 23:29:50	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 6, FullResume: 1029, AverageResume: 1029
Information	29-10-2021 23:29:50	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎10‎-‎29T17:59:50.500000000Z from ‎2021‎-‎10‎-‎29T17:59:47.458008300Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎10‎-‎29T23:29:50.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	29-10-2021 23:29:47	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	29-10-2021 23:29:43	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: Button or Lid"
Information	29-10-2021 23:29:41	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 42 to 43.

Reason: 6"
Error	29-10-2021 23:27:26	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Information	29-10-2021 23:27:25	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎10‎-‎29T17:52:50.829254100Z
Wake Time: ‎2021‎-‎10‎-‎29T17:57:23.116481700Z

Wake Source: Power Button"
Error	29-10-2021 23:27:25	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	29-10-2021 23:27:23	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 40 to 42.

Reason: 6"
Information	29-10-2021 23:27:22	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 39 to 40.

Reason: 6"
Information	29-10-2021 23:27:20	Microsoft-Windows-Kernel-Power	130	(33)	Firmware S3 times. SuspendStart: 31918237, SuspendEnd: 31918238
Information	29-10-2021 23:27:20	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 5, FullResume: 1027, AverageResume: 1029
Information	29-10-2021 23:27:20	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎10‎-‎29T17:57:20.500000000Z from ‎2021‎-‎10‎-‎29T17:53:03.997194100Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎10‎-‎29T23:27:20.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	29-10-2021 23:23:03	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	29-10-2021 23:22:58	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: System Idle"
Information	29-10-2021 23:22:52	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 37 to 39.

Reason: 6"
Information	29-10-2021 23:22:32	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 36 to 37.

Reason: 6"
Information	29-10-2021 22:53:40	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information	29-10-2021 22:50:46	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning	29-10-2021 22:49:45	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	29-10-2021 22:48:55	Microsoft-Windows-Time-Service	158	None	The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information	29-10-2021 22:31:51	Microsoft-Windows-Time-Service	158	None	The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information	29-10-2021 22:14:47	Microsoft-Windows-Time-Service	158	None	The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information	29-10-2021 21:59:26	Microsoft-Windows-WindowsUpdateClient	19	Windows Update Agent	Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.353.44.0)
Information	29-10-2021 21:58:54	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.353.44.0)
Information	29-10-2021 21:58:53	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	29-10-2021 21:57:32	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎10‎-‎29T12:26:10.615699000Z
Wake Time: ‎2021‎-‎10‎-‎29T16:27:26.484144800Z

Wake Source: Power Button"
Information	29-10-2021 21:57:27	Microsoft-Windows-Time-Service	37	None	The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->40.81.94.65:123).
Information	29-10-2021 21:57:27	Microsoft-Windows-Time-Service	158	None	The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
